"OTU"	"Carey2015_1"	"Carey2015_2"	"Leff2015_1"	"Leff2015_2"	"Leff2015_3"	"Leff2015_4"	"Leff2015_5"	"Leff2015_6"	"Li2016_1"	"Li2016_2"	"McHugh2017"	"Obrien2016"	"Wang2017"	"Freq"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Sum_log2FoldChange"	"Mean_log2FoldChange"	"Binary_log2FoldChange"
"OTU_326"	-0.360559494198	0.42554434646372	NA	NA	NA	NA	NA	NA	NA	NA	-0.294840799243446	0.251178071576977	0.522614041998337	5	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"FFCH13075"	"unculturedbacterium"	0.543936166597588	0.108787233319518	1
"OTU_3260"	-0.415400472449508	0.62954559843117	NA	0.0494034959421755	NA	0.0212842949772679	-0.463309434717696	NA	NA	NA	0.117979906729696	-1.3441556317829	-0.242354955323885	8	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Segetibacter"	-1.64700719819368	-0.20587589977421	-1
"OTU_3283"	-0.309499817411168	-0.0494911810313098	NA	NA	NA	-0.27180988321318	NA	0.446418193452539	NA	0.301302983787744	NA	0.131522586592268	NA	6	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"uncultured"	"unidentified"	0.248442882176893	0.0414071470294822	1
"OTU_3290"	0.564963096681122	-0.328171727931982	NA	NA	NA	NA	NA	NA	-0.223376715325419	NA	NA	-0.0833677952856109	0.798941731704947	5	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Nitrosomonadaceae"	"uncultured"	0.728988589843057	0.145797717968611	1
"OTU_3291"	NA	NA	0.54617361587705	NA	-0.303775794048178	0.0474591002776529	-0.283540900077703	NA	-0.262493091213428	-0.218758286870729	NA	-0.248399860013702	NA	7	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Planctomycetaceae"	"unidentified"	-0.723335216069037	-0.103333602295577	-1
"OTU_33"	-0.736957003771652	0.565813535262921	NA	NA	NA	NA	NA	1.73183259052716	NA	NA	-0.537008193345308	0.0112736937846219	-1.09708121513666	6	"others"	"SoilCrenarchaeoticGroup(SCG)"	"unidentified"	"unidentified"	"unidentified"	-0.062126592678917	-0.0103544321131528	-1
"OTU_330"	NA	NA	-0.742264783783041	NA	NA	-0.0818873374055755	-0.895132092319734	NA	1.12661919783079	0.963503938510141	NA	-0.487733053935422	NA	6	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae(Subgroup1)"	"uncultured"	-0.116894131102841	-0.0194823551838069	-1
"OTU_3300"	-0.306519959147066	-0.126996520657101	NA	-0.925527454697048	1.01847327235558	NA	NA	-0.769654114583469	-0.126671083056239	NA	0.0379183988892522	0.10268003986569	0.0847932853760378	9	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"Iamiaceae"	"Iamia"	-1.01150413565436	-0.11238934840604	-1
"OTU_3304"	-0.116663265578546	-0.181468517212376	NA	NA	NA	NA	NA	NA	-1.49519664099658	-1.71817543741644	NA	-0.240718018207576	0.825878966052679	6	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"unidentified"	-2.92634291335884	-0.48772381889314	-1
"OTU_3308"	0.320982879687073	0.219513516812318	0.408509525976493	-1.16342176600996	-0.227499778057287	NA	NA	0.467978017637663	0.642187229115249	NA	NA	-0.174731942041231	NA	8	"Verrucomicrobia"	"OPB35soilgroup"	"unculturedPedosphaerasp."	"unidentified"	"unidentified"	0.493517683120318	0.0616897103900398	1
"OTU_331"	-0.375048183298596	0.165621100912738	NA	NA	NA	NA	NA	NA	NA	NA	-0.197960257044797	0.810034077130269	-0.0372964242337666	5	"Actinobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	0.365350313465847	0.0730700626931695	1
"OTU_3314"	NA	NA	NA	-1.10406865254149	-1.15761752949493	NA	NA	-1.91000063791811	0.0789092228582155	0.620025709728214	NA	0.073084002998038	NA	6	"Verrucomicrobia"	"Opitutae"	"Opitutales"	"Opitutaceae"	"Opitutus"	-3.39966788437006	-0.566611314061677	-1
"OTU_3318"	NA	-0.341175999603561	NA	0.0344816670356497	NA	NA	NA	NA	-0.042518744695082	NA	NA	-0.565174037677231	0.469849187830299	5	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"uncultured"	"unidentified"	-0.444537927109925	-0.088907585421985	-1
"OTU_3328"	0.544023208753703	0.773032403637842	-0.107497854164198	0.109266189808557	2.84943052080668	-0.0427872857084441	-0.7596843969184	NA	NA	0.945948725008479	NA	0.366260731906816	NA	9	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Mucilaginibacter"	4.67799224313104	0.519776915903448	1
"OTU_333"	-0.0330020230854198	-0.756993126956424	0.359616738142199	-1.28042509259407	0.458869700941822	0.239495646281983	1.20905968941581	0.303133377963955	0.27907829913396	-0.0844911338695432	NA	0.0386264421652172	0.337351465550056	12	"Acidobacteria"	"Subgroup5"	"unidentified"	"unidentified"	"unidentified"	1.07031998308955	0.0891933319241288	1
"OTU_3335"	NA	NA	NA	-0.348405531494869	NA	-0.308975002559846	NA	-1.2202020539247	-0.0113787147034825	0.497961114159133	NA	NA	NA	5	"Planctomycetes"	"Phycisphaerae"	"Tepidisphaerales"	"Tepidisphaeraceae"	"unidentified"	-1.39100018852376	-0.278200037704753	-1
"OTU_3342"	NA	NA	0.0180957777481131	NA	NA	0.426505687522093	0.837751493815304	NA	0.693030462942305	-0.966111046337672	NA	0.154148467302206	NA	6	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Planctomycetaceae"	"uncultured"	1.16342084299235	0.193903473832058	1
"OTU_335"	NA	NA	-0.517385832667285	NA	NA	0.28564203849879	-0.836436068315551	NA	-0.987514822199018	-1.02032771157303	NA	-0.372218055617994	NA	6	"Proteobacteria"	"Betaproteobacteria"	"HotCreek32"	"unculturedproteobacterium"	"unidentified"	-3.44824045187409	-0.574706741979015	-1
"OTU_3354"	NA	NA	0.280101107680838	0.613643236672992	NA	0.0623877840063331	0.13973042251853	0.325677297038464	-0.242269074670899	0.823987146677756	-0.684460602584798	0.41925788635266	NA	9	"Chloroflexi"	"JG37-AG-4"	"unculturedbacterium"	"unidentified"	"unidentified"	1.73805520369188	0.193117244854653	1
"OTU_336"	0.379685493529201	-0.260101812588237	0.397064268309688	-0.0128816158302497	0.821094656004034	NA	NA	NA	1.23096554825024	-0.781711322977711	NA	-0.301687210041617	-0.175680194131809	9	"Verrucomicrobia"	"OPB35soilgroup"	"unidentified"	"unidentified"	"unidentified"	1.29674781052354	0.144083090058171	1
"OTU_3366"	NA	NA	NA	0.249893842724721	NA	NA	-0.91962912076629	NA	0.233337944318471	0.0373270133000795	NA	-0.186275422074445	NA	5	"Armatimonadetes"	"Chthonomonadetes"	"Chthonomonadales"	"Chthonomonadaceae"	"Chthonomonas"	-0.585345742497464	-0.117069148499493	-1
"OTU_3374"	NA	NA	0.084609190052223	NA	NA	-0.219220088446405	NA	-0.836726178347175	0.333470442593155	NA	NA	0.22487406006844	NA	5	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"env.OPS17"	"unidentified"	-0.412992574079762	-0.0825985148159524	-1
"OTU_339"	-0.230576020969073	-0.263665958234266	NA	NA	NA	NA	NA	NA	-0.379371287667445	NA	0.373210619175751	0.011478551874885	-0.579673536459466	6	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Polyangiaceae"	"uncultured"	-1.06859763227961	-0.178099605379936	-1
"OTU_3392"	-0.0363293894637715	0.0441733512275507	NA	NA	NA	NA	NA	NA	NA	NA	-0.484333982581692	-0.526982208859913	-0.546253278425738	5	"Proteobacteria"	"Betaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	-1.54972550810356	-0.309945101620713	-1
"OTU_3396"	0.465594347794612	0.00572803606680847	0.0789667698018663	NA	NA	NA	NA	NA	-1.7120827813312	NA	NA	0.343695499199307	NA	5	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	-0.818098128468606	-0.163619625693721	-1
"OTU_34"	NA	NA	-1.04272375699695	NA	NA	0.020937333579911	-0.0201097959476058	NA	1.35949763799757	0.00203143013372218	NA	0.480764981570895	NA	6	"Acidobacteria"	"Subgroup2"	"Ambiguous_taxa"	"unidentified"	"unidentified"	0.800397830337542	0.13339963838959	1
"OTU_341"	0.228763558377074	-0.811607720081766	0.906788722777637	NA	-0.38585100864164	0.223220843710642	NA	NA	-1.08604072081306	NA	NA	0.466202831911365	0.0498867662571188	8	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"BIrii41"	"unculturedbacterium"	-0.408636726502629	-0.0510795908128286	-1
"OTU_3432"	-0.227242894810359	0.269746016956843	0.346830410911252	NA	NA	NA	NA	NA	0.116289505258498	0.610337195970516	NA	-0.144129578809802	NA	6	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Planctomycetaceae"	"Singulisphaera"	0.971830655476948	0.161971775912825	1
"OTU_344"	NA	NA	-0.666898160725834	-0.114227143787236	NA	NA	NA	-0.712340799310815	0.660738766766864	-0.63925967143274	NA	-0.0211604549590509	NA	6	"Acidobacteria"	"Acidobacteria"	"Acidobacteriales"	"Acidobacteriaceae(Subgroup1)"	"uncultured"	-1.49314746344881	-0.248857910574802	-1
"OTU_3443"	NA	NA	-0.264079190688275	-1.17720782986671	0.1328160196979	0.113156637880083	-0.00927391967474789	-0.00239848231658461	0.365507651063464	1.21323298772621	NA	-0.125952498286422	NA	9	"Acidobacteria"	"Solibacteres"	"Solibacterales"	"Solibacteraceae(Subgroup3)"	"CandidatusSolibacter"	0.245801375534918	0.0273112639483242	1
"OTU_3447"	NA	NA	NA	NA	-0.750963190241821	-0.706649751511778	0.204607723767508	NA	1.42666910091068	0.518661321592334	NA	NA	NA	5	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Thermosporotrichaceae"	"uncultured"	0.692325204516923	0.138465040903385	1
"OTU_345"	NA	NA	-0.0419967044289479	NA	-0.911000564275576	NA	NA	0.353584938921577	-0.643654509874965	NA	NA	-0.160928409618095	NA	5	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Parafilimonas"	-1.40399524927601	-0.280799049855201	-1
"OTU_3463"	NA	-0.981768460884364	-0.634991272731036	NA	NA	-0.0856435133860743	0.628634283094857	NA	-1.0375100707133	0.910496461584656	NA	0.185287775915792	NA	7	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Polyangiaceae"	"Sorangium"	-1.01549479711947	-0.145070685302781	-1
"OTU_347"	NA	NA	-0.0744977517236609	NA	-1.30449592837262	0.130269508765591	0.327116737821783	NA	1.37087411728151	-0.502584136900414	NA	0.323639515994177	NA	7	"others"	"unculturedbacterium"	"unidentified"	"unidentified"	"unidentified"	0.270322062866366	0.038617437552338	1
"OTU_3471"	NA	NA	0.16931574127177	NA	-0.692082986061792	NA	-0.211043609455724	NA	0.6962467457762	-0.26098739219238	NA	-0.153286272907304	NA	6	"others"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	-0.45183777356923	-0.0753062955948717	-1
"OTU_3479"	-0.195037222818688	0.395425437670628	NA	NA	NA	NA	NA	NA	NA	NA	-0.325050663464393	0.41733513939855	0.453848635829526	5	"Chloroflexi"	"S085"	"unidentified"	"unidentified"	"unidentified"	0.746521326615623	0.149304265323125	1
"OTU_348"	-0.332026867075661	0.370386006904612	NA	0.80077158597869	NA	NA	NA	NA	NA	NA	-0.0706948402040211	-0.450968202553683	0.752099250008811	6	"Actinobacteria"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"unidentified"	1.06956693305875	0.178261155509791	1
"OTU_3485"	-0.0639454699031581	-0.231185612442299	1.47506532941752	NA	0.222441510492818	NA	NA	NA	0.314271377262493	NA	0.204166762459203	0.675383592413913	-0.395182825342399	8	"Acidobacteria"	"Subgroup6"	"unidentified"	"unidentified"	"unidentified"	2.20101466435809	0.275126833044761	1
"OTU_349"	0.250669317065277	0.433121058877546	-0.230317855247913	NA	0.644369888650643	NA	NA	-0.0715650326175695	0.221156282347543	0.0273884335284454	NA	0.194223509152793	0.539714468198421	9	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Dongia"	2.00876006995519	0.223195563328354	1
"OTU_3495"	NA	NA	-0.00990957480853277	NA	NA	NA	NA	-0.616522139734733	0.607880531820982	-0.785730483118539	NA	0.35894952790746	-0.715439675717098	6	"Verrucomicrobia"	"OPB35soilgroup"	"unculturedbacterium"	"unidentified"	"unidentified"	-1.16077181365046	-0.193461968941743	-1
"OTU_35"	0.0509032351303513	-0.139842390340351	0.532954074551352	-1.1037144042933	-1.14123098066531	0.71307007350446	0.252264123197418	-0.0527074496840867	-1.08789116004853	-0.498995568071789	-0.0882946536363055	0.133192050792232	-0.153347980376117	13	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Haliangiaceae"	"Haliangium"	-2.58364102993998	-0.19874161768769	-1
"OTU_3516"	NA	NA	-1.11096596157697	NA	NA	-0.706617522443211	NA	NA	0.0253527339926512	1.13362884971326	NA	-0.0620114896089783	NA	5	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Planctomycetaceae"	"uncultured"	-0.720613389923248	-0.14412267798465	-1
"OTU_3517"	NA	NA	-0.657093828147362	-0.133529204801066	-0.50023612926016	-0.0463400153330408	0.553200550469045	0.164227274949212	-0.0980796822475025	-0.179383559416736	0.52837417169231	-0.488571988993286	NA	10	"Verrucomicrobia"	"Spartobacteria"	"Chthoniobacterales"	"DA101soilgroup"	"unidentified"	-0.857432411088586	-0.0857432411088586	-1
"OTU_3519"	-0.0454444123323043	0.229715724000294	-0.287848247274086	NA	NA	NA	NA	NA	0.514551286473151	NA	NA	-0.850692079746273	NA	5	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Panacagrimonas"	-0.439717728879218	-0.0879435457758437	-1
"OTU_3527"	0.505853879087679	0.180576266365983	NA	NA	NA	-0.334099676198209	NA	NA	0.640243636515981	0.169404441145504	NA	0.05591451906059	NA	6	"Armatimonadetes"	"Fimbriimonadia"	"Fimbriimonadales"	"Fimbriimonadaceae"	"unidentified"	1.21789306597753	0.202982177662921	1
"OTU_353"	0.095963531294736	0.856900125714462	0.470934743076635	-2.07040798871477	-0.459032390610778	NA	NA	-1.97104522333585	0.802477805525774	-1.65859079551899	1.02734978110569	-0.523053100150685	-0.860907239461013	11	"Planctomycetes"	"Phycisphaerae"	"Tepidisphaerales"	"Tepidisphaeraceae"	"Ambiguous_taxa"	-4.28941075107479	-0.38994643191589	-1
"OTU_3536"	0.295945366141691	0.271939827983868	0.530623496150648	NA	NA	NA	NA	NA	-0.408400111346347	NA	NA	0.435676224625595	NA	5	"others"	"Chlorobia"	"Chlorobiales"	"OPB56"	"unidentified"	1.12578480355545	0.225156960711091	1
"OTU_3551"	NA	NA	-0.525921805811634	NA	NA	NA	0.676866674003852	NA	0.746894659704717	1.73746534844298	-0.406842156705447	0.111471933260358	NA	6	"Chloroflexi"	"JG37-AG-4"	"unculturedbacterium"	"unidentified"	"unidentified"	2.33993465289483	0.389989108815804	1
"OTU_3555"	NA	NA	NA	0.117119582951453	NA	NA	0.463817715651733	NA	1.26575345184244	0.11103136395773	NA	-0.695958481484419	NA	5	"Armatimonadetes"	"Armatimonadia"	"Armatimonadales"	"unidentified"	"unidentified"	1.26176363291894	0.252352726583787	1
"OTU_3558"	NA	NA	NA	NA	-1.20860357045859	-0.136100421107057	0.573793752161964	NA	0.293213042578855	NA	NA	0.476737553073635	NA	5	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Planctomycetaceae"	"uncultured"	-0.000959643751192951	-0.00019192875023859	-1
"OTU_3565"	NA	0.0719970566884442	NA	NA	NA	NA	NA	NA	-0.185618409473613	0.606628347706815	NA	-0.368361047908224	0.146816427011743	5	"Proteobacteria"	"Gammaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	0.271462374025165	0.054292474805033	1
"OTU_3577"	NA	-0.381645663411537	-0.0369454976430198	0.839983395161057	NA	NA	NA	NA	NA	NA	0.510765314124574	0.256753482674017	NA	5	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"unidentified"	1.18891103090509	0.237782206181018	1
"OTU_358"	-0.239513504144014	0.427933671659948	0.471892594982127	0.812799692522751	NA	NA	-0.14652609431359	NA	0.723352427948078	NA	0.768965241749846	0.285467840553659	0.182114383740667	9	"Actinobacteria"	"Actinobacteria"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Pseudonocardia"	3.28648625469947	0.365165139411052	1
"OTU_359"	NA	NA	0.550333824359716	-0.184668091765419	-1.05238172141084	-0.498607561578678	0.103077572018298	-0.305313286518734	-0.293023818314834	0.983312638697641	NA	-0.291216519579178	NA	9	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"DA111"	"unidentified"	-0.988486964092028	-0.109831884899114	-1
"OTU_3598"	0.272463068620924	-0.707146826423689	NA	NA	NA	NA	NA	NA	NA	NA	1.14101284049953	1.31624943609961	0.0141431672033072	5	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Pedobacter"	2.03672168599968	0.407344337199936	1
"OTU_36"	0.0596315132435314	-0.1409770276253	1.09060313096122	-1.43790073710854	0.0436444554261602	NA	NA	-0.211034651282899	-1.2788762194619	-1.64273092778042	-0.0466281296368292	0.139026181175907	-0.106506048961779	11	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"XanthomonadalesIncertaeSedis"	"Steroidobacter"	-3.53174846105085	-0.321068041913714	-1
"OTU_360"	0.387025801776662	0.0620515185666973	0.681806758061799	NA	0.909383887975277	NA	NA	NA	0.16141054240423	NA	NA	0.38162730658875	0.200448844773436	7	"Planctomycetes"	"OM190"	"unidentified"	"unidentified"	"unidentified"	2.78375466014685	0.397679237163836	1
"OTU_3603"	-0.117802666557972	0.0271958373005697	NA	NA	NA	NA	NA	NA	NA	NA	-0.0144197277849382	0.66709329332811	-0.0171471374782032	5	"Chloroflexi"	"Caldilineae"	"Caldilineales"	"Caldilineaceae"	"uncultured"	0.544919598807566	0.108983919761513	1
"OTU_361"	0.0463873325775757	0.10022011746208	-0.0794848806558141	0.517401287283794	-0.3647328779556	-0.878246517675621	0.364586676921131	-0.00454282863057265	0.323278959959593	0.658223583637639	-0.380743368953341	-0.171394178472157	NA	12	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"unidentified"	0.130953305498707	0.0109127754582256	1
"OTU_3613"	0.220811113865465	0.216698342616715	0.1425477225996	0.49976753660752	NA	0.226111965064687	NA	NA	-0.431282034260737	NA	NA	0.459811775325534	0.154432133020001	8	"Proteobacteria"	"Gammaproteobacteria"	"HTA4"	"Ambiguous_taxa"	"unidentified"	1.48889855483878	0.186112319354848	1
"OTU_3618"	0.0438247856836768	-0.533989128962455	NA	NA	NA	NA	NA	NA	NA	NA	0.58379435797262	0.0610800380701758	1.42972324361135	5	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"unidentified"	1.58443329637537	0.316886659275074	1
"OTU_3620"	-0.00284876690150531	0.111440291886259	-0.207081565900285	-0.347959315120545	NA	-0.463230527780832	0.442344797310044	NA	0.375617905008378	0.767112825622289	NA	-0.587581459229966	NA	9	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Archangiaceae"	"Anaeromyxobacter"	0.0878141848938367	0.00975713165487074	1
"OTU_3629"	NA	NA	-1.00241019792303	-1.17306364883148	NA	0.280036006114051	NA	NA	0.258132638469167	NA	NA	0.0626101345684317	NA	5	"Verrucomicrobia"	"Spartobacteria"	"Chthoniobacterales"	"unidentified"	"unidentified"	-1.57469506760286	-0.314939013520572	-1
"OTU_363"	0.201461938347776	0.268329208491816	-0.216633311948632	NA	-0.150411906401626	0.663425823275831	NA	0.836507088487051	-0.831862676516639	-0.555322265101214	NA	-0.172912213437018	NA	9	"Proteobacteria"	"Betaproteobacteria"	"SC-I-84"	"unidentified"	"unidentified"	0.0425816851973451	0.00473129835526056	1
"OTU_3636"	-0.0121415119068656	-0.109862441745838	NA	-0.0720219932044317	NA	NA	NA	NA	NA	0.312850622185225	NA	-0.445017373910534	NA	5	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"1174-901-12"	"unidentified"	-0.326192698582444	-0.0652385397164889	-1
"OTU_3649"	-0.301717165092703	-0.437452315609223	0.33312105440303	NA	NA	NA	NA	NA	NA	NA	0.596181021557041	0.364661520685332	0.190932019601975	6	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Haliangiaceae"	"Haliangium"	0.745726135545452	0.124287689257575	1
"OTU_365"	0.379622598437259	-0.780226402635041	NA	-1.24229012333109	NA	-0.0354732680397937	NA	NA	-1.25067569439996	-0.774488197495512	-0.652407002834268	-0.481589918853879	0.396744331176665	9	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"uncultured"	"unculturedAciditerrimonassp."	-4.44078367797562	-0.493420408663958	-1
"OTU_3652"	NA	NA	NA	NA	NA	0.222965949917677	-0.234966850904092	-0.0658225826995293	0.861114706924317	0.145547231425032	NA	-0.548208249301796	-0.224076291073286	7	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"uncultured"	"unculturedactinobacterium"	0.156553914288323	0.0223648448983318	1
"OTU_3656"	0.391127668144906	-0.101590873271787	-0.426299645390608	1.80855098190367	NA	-0.634444147736482	NA	NA	NA	NA	-0.0769261985242786	0.184308993201557	NA	7	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"uncultured"	1.14472677832698	0.163532396903854	1
"OTU_3658"	NA	NA	-1.38041676559229	NA	NA	0.971076731549719	NA	0.297482501524462	-0.0398310434726197	-0.611765870267925	NA	0.929887696873197	NA	6	"Verrucomicrobia"	"OPB35soilgroup"	"unidentified"	"unidentified"	"unidentified"	0.166433250614543	0.0277388751024239	1
"OTU_367"	0.552623131918971	-0.455432657735917	-0.463038688801098	1.48423446623392	-0.419710638849801	0.173295926015016	0.359723818609728	NA	-0.445870446819811	-0.357988267258107	NA	0.413921067809847	-0.0897142981862048	11	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"unidentified"	0.752043412936543	0.0683675829942312	1
"OTU_3675"	NA	NA	0.30440288195938	NA	NA	-0.0384869773390914	0.680407480214066	NA	0.14596876069139	NA	NA	0.0379699371421449	NA	5	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Blfdi19"	"unidentified"	1.13026208266789	0.226052416533578	1
"OTU_368"	NA	NA	-0.803676835924045	-0.229698521008952	-1.95767178348127	0.200034811281851	1.09576076137541	-0.646742390037796	-0.835508197422952	0.214287946047454	NA	-0.391599745605839	NA	9	"Acidobacteria"	"Solibacteres"	"Solibacterales"	"Solibacteraceae(Subgroup3)"	"Bryobacter"	-3.35481395477614	-0.372757106086238	-1
"OTU_3683"	NA	NA	NA	-0.321758366205436	NA	0.48062299380933	0.0343625619199462	NA	-0.985170648913135	0.396076089369253	NA	-0.368810702449789	NA	6	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	-0.764678072469831	-0.127446345411638	-1
"OTU_37"	-0.556324797989744	0.577350332671592	NA	NA	NA	NA	NA	NA	NA	NA	0.00426684626200739	0.11971823097993	-0.298635707316244	5	"Actinobacteria"	"Rubrobacteria"	"Rubrobacterales"	"Rubrobacteriaceae"	"Rubrobacter"	-0.153625095392459	-0.0307250190784917	-1
"OTU_370"	-0.610952799967593	0.305585447199865	-0.0848877425122526	NA	-0.176822832239064	NA	NA	NA	NA	NA	NA	-0.480620687066841	-0.693374381441986	6	"Actinobacteria"	"Thermoleophilia"	"Gaiellales"	"unidentified"	"unidentified"	-1.74107299602787	-0.290178832671312	-1
"OTU_371"	-0.233518497651237	0.0974096400002565	-0.766683319652689	0.87800183459471	0.383656913302115	-0.0682511198439964	0.551716897246481	-0.494262534337786	-0.252100681279156	0.243013684933909	NA	0.135790877106582	-0.388167990564134	12	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	"unidentified"	0.0866057038550551	0.00721714198792126	1
"OTU_3713"	NA	NA	NA	0.5994542663486	0.981284685559272	NA	NA	NA	0.122679789799466	-0.366498797997837	NA	-0.184720162093744	NA	5	"others"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	1.15219978161576	0.230439956323151	1
"OTU_3718"	-0.174220553694075	0.184789416506919	NA	NA	NA	NA	1.25404569882815	NA	NA	NA	0.283381529433034	0.0585699787839019	NA	5	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"uncultured"	1.60656606985793	0.321313213971586	1
"OTU_372"	-0.0526588246204009	-0.00235962963931388	-0.107590727936449	-0.464328664367218	-1.10053222606715	-1.0351224551664	0.217322332527097	0.0183189711850439	-0.00616749901430812	-0.886480143190664	-0.0760963156273212	0.0440148046684095	-0.0178670284092775	13	"Verrucomicrobia"	"Opitutae"	"Opitutales"	"Opitutaceae"	"Opitutus"	-3.46954740565795	-0.266888261973689	-1
"OTU_3724"	NA	NA	NA	0.347933847283326	-0.902722745307592	-0.347570727139725	-0.412936664427407	-0.773524834218515	NA	NA	NA	-0.421654068337942	NA	6	"Verrucomicrobia"	"Spartobacteria"	"Chthoniobacterales"	"Chthoniobacteraceae"	"Chthoniobacter"	-2.51047519214785	-0.418412532024643	-1
"OTU_3725"	NA	NA	0.158628450460296	-0.334410989012196	-0.273544239632241	0.650305133419234	-0.93152389340166	-0.0792430789829568	0.242379753295982	NA	NA	-0.325200476757831	NA	8	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae(Subgroup4)"	"uncultured"	-0.892609340611373	-0.111576167576422	-1
"OTU_374"	NA	NA	-1.03680319548908	NA	NA	-0.379329739351593	0.0428086627369899	NA	0.385280448801755	1.23263907212087	NA	-0.0784596377613255	NA	6	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"DA111"	"unidentified"	0.166135611057616	0.0276892685096027	1
"OTU_3746"	NA	NA	NA	NA	NA	-0.178495087849049	-0.160914363478073	NA	1.15609243278021	0.0406798919844482	NA	-0.940543734579546	NA	5	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"unidentified"	-0.0831808611420098	-0.016636172228402	-1
"OTU_3749"	-0.177457652133827	-0.042039380806817	-0.155943350642125	NA	NA	0.715714237018904	-0.168897553887745	0.0369215166803483	-2.24402078665559	0.238010925107148	NA	-0.815681470635098	0.887235549520462	10	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Nitrosomonadaceae"	"uncultured"	-1.72615796643434	-0.172615796643434	-1
"OTU_3759"	-0.144145833566714	-0.0915865802176382	NA	0.068415695134384	NA	0.451825207383866	NA	NA	NA	NA	0.0429791377896648	-0.515724989619421	-0.406946583243968	7	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Segetibacter"	-0.595183946339826	-0.0850262780485466	-1
